analysis             sr                         o          b          db                  s                     ds                    s95obs    s95exp    robscons                rexpcons                
cms_sus_19_005       4-6j_1b_1500_600           20.0       13.2       3.2                 3.2876793698730116    1.0965066034834474    17.1      11.9      0.087099914629249       0.1251603815260637      
cms_sus_19_005       4-6j_1b_1500_800           8.0        5.0        1.3                 4.836942405843246     1.3435125090272513    9.0       7.0       0.2926202101153949      0.3762259844340791      
cms_sus_19_005       4-6j_1b_250_200            10564.0    10120.0    700.0               0                     0.0                   1637.0    1363.0    0.0                     0.0                     
cms_sus_19_005       4-6j_1b_250_300            1769.0     1710.0     130.0               0                     0.0                   297.0     254.0     0.0                     0.0                     
cms_sus_19_005       4-6j_1b_250_400            40.0       45.0       14.0                0                     0.0                   21.0      24.0      0.0                     0.0                     
cms_sus_19_005       4-6j_1b_450_200            4736.0     4750.0     320.0               0                     0.0                   599.0     596.0     0.0                     0.0                     
cms_sus_19_005       4-6j_1b_450_300            2039.0     2000.0     143.0               0                     0.0                   308.0     282.0     0.0                     0.0                     
cms_sus_19_005       4-6j_1b_450_400            403.0      407.0      37.0                0.3862808301555483    0.3862812120475026    77.0      77.0      0                       0                       
cms_sus_19_005       4-6j_1b_450_500            27.0       26.5       8.8                 0                     0.0                   18.6      18.1      0.0                     0.0                     
cms_sus_19_005       4-6j_1b_575_1000           1.0        1.75       0.66                0                     0.0                   3.65      4.2       0.0                     0.0                     
